question_number,course_id,option_letter,option_text,is_correct
159,206,C,Changes are applied to the wrong version of production source libraries.,False
159,206,D,Unauthorized changes can be moved into production.,True
160,206,A,Attack vectors are evolving for industrial control systems.,False
160,206,B,There is a greater risk of system exploitation.,True
160,206,C,Disaster recovery plans (DRPs) are not in place.,False
160,206,D,Technical specifications are not documented.,False
161,206,A,Revise the assessment based on senior management's objections.,False
161,206,B,Escalate the issue to audit management.,False
161,206,C,Finalize the draft audit report without changes.,False
161,206,D,Gather evidence to analyze senior management's objections,True
162,206,A,Implementing risk responses on management's behalf,False
162,206,B,Integrating the risk register for audit planning purposes,True
162,206,C,Providing assurances to management regarding risk,False
162,206,D,Facilitating audit risk identification and evaluation workshops,False
163,206,A,Testing,False
163,206,B,Replication,False
163,206,C,Staging,True
163,206,D,Development,False
164,206,A,"Developing an inventory of all business entities that exchange personal data with the
affected jurisdiction",False
164,206,B,Identifying data security threats in the affected jurisdiction,False
164,206,C,Reviewing data classification procedures associated with the affected jurisdiction,False
164,206,D,"Identifying business processes associated with personal data exchange with the
affected jurisdiction",True
165,206,A,Statement of work (SOW),False
165,206,B,Nondisclosure agreement (NDA),True
165,206,C,Service level agreement (SLA),False
165,206,D,Privacy agreement,False
166,206,A,Historical privacy breaches and related root causes,False
166,206,B,Globally accepted privacy best practices,False
166,206,C,Local privacy standards and regulations,True
166,206,D,Benchmark studies of similar organizations,False
167,206,A,violation reports may not be reviewed in a timely manner.,False
167,206,B,a significant number of false positive violations may be reported.,False
167,206,C,violations may not be categorized according to the organization's risk profile.,True
167,206,D,violation reports may not be retained according to the organization's risk profile.,False
168,206,A,Number of successful penetration tests,False
168,206,B,Percentage of protected business applications,False
168,206,C,Financial impact per security event,True
168,206,D,Number of security vulnerability patches,False
169,206,A,Conduct security awareness training.,False
169,206,B,Implement an acceptable use policy,True
169,206,C,Create inventory records of personal devices,False
169,206,D,Configure users on the mobile device management (MDM) solution,False
170,206,A,Users are not required to sign updated acceptable use agreements.,False
170,206,B,Users have not been trained on the new system.,False
170,206,C,The business continuity plan (BCP) was not updated.,True
170,206,D,Mobile devices are not encrypted.,False
171,206,A,Programmed edit checks for data entry,False
171,206,B,Backup procedures,False
171,206,C,Use of pass cards to gain access to physical facilities,False
171,206,D,Verification of hash totals,True
172,206,A,Backup media are not reviewed before disposal.,False
172,206,B,Degaussing is used instead of physical shredding.,False
172,206,C,Backup media are disposed before the end of the retention period,True
172,206,D,Hardware is not destroyed by a certified vendor.,False
173,206,A,Guest operating systems are updated monthly,False
173,206,B,The hypervisor is updated quarterly.,False
173,206,C,A variety of guest operating systems operate on one virtual server,False
173,206,D,Antivirus software has been implemented on the guest operating system only.,True
174,206,A,End-user authorization to use the system in production,False
174,206,B,External audit sign-off on financial controls,False
174,206,C,Testing of the system within the production environment,False
174,206,D,An evaluation of the configuration management practices,True
175,206,A,System/process flowchart,False
175,206,B,File layouts,False
175,206,C,Data architecture,True
175,206,D,Source code documentation,False
176,206,A,Ask management why the regulatory changes have not been Included.,True
176,206,B,Discuss potential regulatory issues with the legal department,False
176,206,C,Report the missing regulatory updates to the chief information officer (CIO).,False
176,206,D,Exclude recent regulatory changes from the audit scope.,False
177,206,A,Logs are being collected in a separate protected host,True
177,206,B,Automated alerts are being sent when a risk is detected,False
177,206,C,Insider attacks are being controlled,False
177,206,D,Access to configuration files Is restricted.,False
178,206,A,The organization's systems inventory is kept up to date.,True
178,206,B,Vulnerability scanning results are reported to the CISO.,False
178,206,C,The organization is using a cloud-hosted scanning tool for Identification of vulnerabilities,False
178,206,D,Access to the vulnerability scanning tool is periodically reviewed,False
179,206,A,Responsible,False
179,206,B,Informed,False
179,206,C,Consulted,False
179,206,D,Accountable,True
180,206,A,the patches were updated.,False
180,206,B,The logs were monitored.,True
180,206,C,The network traffic was being monitored.,False
180,206,D,The domain controller was classified for high availability.,False
181,206,A,The job scheduler application has not been designed to display pop-up error messages.,False
